Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
1.8076076842105264,30022917481.018967,444914160.0981507
1.857779052631579,25979912756.980125,416040203.56506735
1.9079504210526315,25036376137.864937,408361455.84851384
1.958121789473684,27890232154.591686,427840320.78297544
2.008293157894737,28111266759.522045,428712236.55334425
2.0584645263157895,28141672972.4224,428214216.36212957
2.108635894736842,27628509552.392662,423999365.8471937
2.158807263157895,27291085253.644848,421011194.7120371
2.2089786315789475,26208611126.2123,412606761.71088576
2.25915,22356570862.876614,383154977.1601864
2.3093213684210525,21151838596.36877,373043563.4686692
2.359492736842105,22218205824.142963,380874133.9723794
2.4096641052631576,19371464062.79149,357265727.4285918
2.4598354736842105,17280573871.6902,338769349.1708217
2.510006842105263,15850038802.110264,325327735.7259731
2.560178210526316,14605366852.29108,313072004.3489377
2.6103495789473685,13067198227.24433,297401065.2101316
2.660520947368421,12177618387.159311,287675461.6617185
2.7106923157894736,10912488856.009348,273674170.55157757
2.760863684210526,8334215909.892373,243485120.8302074
2.8110350526315786,6793037909.786971,223294812.53581855
2.861206421052631,5229681758.549199,200733372.87672433
2.9113777894736845,4486208268.387212,188772395.86552662
2.961549157894737,3190463322.8849792,166445997.38743868
3.0117205263157896,2387764008.032846,150867124.92571867
3.061891894736842,1852709403.0431879,139348066.9229843
3.1120632631578946,1051767735.827586,120310029.05920048
3.162234631578947,508178826.126684,104999075.21050514
3.2124059999999997,-188773750.99980432,81768033.21812116
3.262577368421052,-98046716.77732453,84126179.29417771
3.3127487368421056,-539716639.8911645,65599014.085884415
3.362920105263158,-353306803.7998027,72304161.56929526
3.4130914736842106,-536200346.7967946,63112246.37173573
3.463262842105263,-612306897.8110995,58430586.232750215
3.5134342105263157,-212436114.60772967,75197463.0966804
3.563605578947368,-138009028.78912085,77066007.89886884
3.6137769473684207,-188019433.53168625,74484674.84786482
3.663948315789473,-80633411.09568654,77755136.43774912
3.7141196842105266,-171295388.30033404,73281289.14589798
3.764291052631579,13738378.12372304,80009375.31982026
3.8144624210526317,-559707906.0534607,53005162.79814223
3.864633789473684,-338538291.29150593,63673255.150099285
3.9148051578947367,-391777487.748255,60228869.70109756
3.9649765263157892,-484579060.8421449,54330496.42607284
4.015147894736842,-445100638.34755987,55943027.18132935
4.065319263157894,-490690192.94744587,51988995.1265948
4.115490631578948,551644693.3953464,94291953.07857415
4.165662,350242299.0853343,86830551.12249075
4.215833368421053,-157623471.9352591,66940646.07805562
4.266004736842105,-206310458.10412368,63673255.150099285
4.316176105263158,-122431864.20937122,67205758.58517624
4.36634747368421,-351803592.3485217,54981184.24721761
4.416518842105263,-131171387.79780465,65599014.085884415
4.466690210526316,-277169375.54095685,57510362.00997517
4.516861578947369,-297216174.23284805,56259987.37888627
4.567032947368421,-232946374.0227322,58430586.232750215
4.617204315789474,309736378.8695843,81550275.08658862
