WRF, Yield, Yield unc., Mean energy (MeV), Mean energy unc. (MeV), Temperature (keV), Temperature unc. (keV), Width (keV), Width unc. (keV), Rho-R (mg/cm^2), Rho-R unc. (mg/cm^2), Compres. yield, Compres. yield unc., Compres. mean (MeV), Compres. mean unc. (MeV), Compres. rho-R (mg/cm^2), Compres. rho-R unc. (mg/cm^2)
O109575 P2,716300000.0,111599540.0,15.41,0.06122091146005587,13.333843537666494,1.0025477748487834,758.3100000000001,14.13,nan,nan,nan,inf,nan,inf,nan,nan
O109577 P2,745600000.0,110497920.0,15.438,0.06122091146005587,12.044047619274819,0.9866687397682645,730.05,14.13,nan,nan,nan,inf,nan,inf,nan,nan
O109578 P2,738900000.0,75367799.99999999,15.372,0.06060528029800704,11.006632653268856,1.1133976426913443,706.5,18.84,nan,nan,nan,inf,nan,inf,nan,nan
O109579 P2,648200000.0,64495900.0,15.508,0.06060528029800704,11.417517007018102,1.0474566973967048,715.92,16.485,nan,nan,nan,inf,nan,inf,nan,nan
O109580 P2,600300000.0,70295130.00000001,15.442,0.06060528029800704,12.255612245129146,1.0607082732112416,734.76,16.485,nan,nan,nan,inf,nan,inf,nan,nan
O109581 P2,506700000.0,89837910.0,15.475,0.06122091146005587,11.938775510429291,1.381985681267745,727.6949999999999,25.904999999999998,nan,nan,nan,inf,nan,inf,nan,nan
O109582 P2,691100000.0,151005350.00000003,15.414,0.062481997407253236,10.601190476390453,1.259728949168589,697.0799999999999,23.55,nan,nan,nan,inf,nan,inf,nan,nan
O109583 P2,369200000.0,48697480.0,15.423,0.06122091146005587,12.46853741520119,1.3091781503586608,739.47,23.55,nan,nan,nan,inf,nan,inf,nan,nan
O109585 P2,579700000.0,75708820.0,15.473,0.06122091146005587,13.553571428827102,1.1621279796636752,763.02,18.84,nan,nan,nan,inf,nan,inf,nan,nan
