type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC000-000,1,52.9655336324471,13.1450237838498,165.57334518350694,13425859,13517611,,HGXD4-H-640-25.4
WRF,TC000-000,2,52.9655336324471,13.1450237838498,194.42665481649303,13425867,13517610,,HGXD4-H-640-25.4
WRF,TC000-000,3,52.9655336324471,13.1450237838498,345.57334518350694,13425881,13517609,,HGXD4-H-640-25.4
WRF,TC000-000,4,52.9655336324471,13.1450237838498,14.426654816493068,13425858,13517608,,HGXD4-H-640-25.4
WRF,TC090-124,1,50.99567298044253,76.75294741157269,127.46565174059663,13425961,13517414,,HGXD2-H-1000-12.7
WRF,TC090-124,2,50.99567298044253,76.75294741157269,120.53434825940337,13425936,13517415,,HGXD2-H-1000-12.7
WRF,TC090-124,3,50.99567298044253,103.24705258842731,120.53434825940337,13425897,13517416,,HGXD2-H-1000-12.7
WRF,TC090-124,4,50.99567298044253,103.24705258842731,127.46565174059663,13425904,13517417,,HGXD2-H-1000-12.7
