WRF, Yield, Yield unc., Mean energy (MeV), Mean energy unc. (MeV), Sigma (MeV), Sigma unc. (MeV), Rho-R (mg/cm^2), Rho-R unc. (mg/cm^2), Hot-spot rho-R (mg/cm^2), Shell rho-R (mg/cm^2)
000-000:1,34470000000.0,4505229000.0,14.145,0.07072481884034769,1.425,0.029,33.976961420659144,6.194138902259814,5.715498937190941,11.734090798886537
000-000:2,53490000000.0,26520342000.0,14.205,0.07142128534267637,1.414,0.025,31.400449568977404,6.295105631406807,4.966822625473591,10.207800103646678
000-000:3,62840000000.0,38897960000.0,14.094,0.07355270219373317,1.422,0.022,36.14103469532449,6.252853069420825,6.358370265155808,13.04281212717814
000-000:4,37260000000.0,9128700000.0,14.219,0.07212489168102784,1.435,0.027,30.795608723574215,6.352439566594158,4.794245358381732,9.855626054682807
090-124:1,74550000000.0,34091715000.0,14.306,0.06868041933477109,1.529,0.032,26.95218476018925,6.860760168347021,3.73450463729695,7.689962020390449
090-315:1,22650000000.0,3667035000.0,13.883,0.10647065323364932,1.549,0.029,45.031189844651834,7.354832088469998,9.087881885017167,18.582135398819375
090-315:3,30390000000.0,10195844999.999998,13.663,0.07150524456289901,1.609,0.018,54.31624887367641,7.198261780659541,12.028436339414718,24.522365374816342
