type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC000-000,1,52.9655336324471,13.1450237838498,165.57334518350694,13425880,13517293,,HGXD4-H-640-25.4
WRF,TC000-000,3,52.9655336324471,13.1450237838498,345.57334518350694,13425933,13517295,,HGXD4-H-640-25.4
WRF,TC090-078,1,52.9655336324471,77.25572806072758,81.32989869011422,13425853,13517292,,HGXD4-H-640-25.4
WRF,TC090-078,4,52.9655336324471,102.74427193927242,81.32989869011422,13425875,13517294,,HGXD4-H-640-25.4
