Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
2.0187065289855073,25305716890.626072,1003566688.3178523
2.069073586956522,22882807362.38907,954023929.9116676
2.1194406449275363,23290566125.986923,960259446.8109121
2.1698077028985505,22510285047.148006,943012567.6466267
2.2201747608695652,21829175146.22088,927859582.6788285
2.27054181884058,24378196492.16766,978727666.016491
2.320908876811594,23326117104.752422,957146766.1841891
2.3712759347826085,21343447245.00168,915719597.240948
2.421642992753623,20431383844.881424,895953537.7097601
2.472010050724638,20211611818.20544,890943506.6128001
2.522377108695652,19183926910.815037,868040602.7712424
2.5727441666666664,18155595384.352715,844516811.0484312
2.623111224637681,17968136149.55883,840088270.7653264
2.673478282608696,16115817177.058712,796322186.4324124
2.72384534057971,12371873036.69744,699570153.8554611
2.7742123985507243,10565215478.455128,647511536.8744885
2.824579456521739,9259937285.36667,607075669.432734
2.8749465144927537,8497665692.870532,581978953.7031912
2.925313572463768,8079708521.036993,567703048.5459838
2.9756806304347823,5336879152.298041,465134284.3869099
3.0260476884057974,4124447949.680147,412426703.0919847
3.0764147463768117,2935420566.6500845,354025050.8476942
3.126781804347826,1642627956.5477347,275854097.21905476
3.17714886231884,1262072999.0781043,247335399.85345647
3.2275159202898553,649350233.3405111,193136499.2166844
3.2778829782608696,425181740.1837004,168372496.47894996
3.328250036231884,314339959.63038194,154509199.37334752
3.378617094202898,-28729057.113429114,102198229.20339361
3.4289841521739133,169817744.7354357,133808891.77571361
3.4793512101449275,-133137391.86947103,77254599.68667376
3.529718268115942,25111730.307862468,109254502.6325983
3.580085326086956,222726275.86810902,139272710.21787325
3.630452384057971,-80404921.25917849,86373268.23696825
3.6808194420289855,154348576.92818546,128112260.24490236
3.7311864999999997,-33957904.03414855,94617174.75766395
3.781553557971014,-184049913.23946077,54627251.31629915
3.831920615942029,165834799.0203666,128112260.24490236
3.8822876739130434,17617598.615522206,102198229.20339361
3.9326547318840577,-57636223.18430187,86373268.23696825
3.9830217898550724,62583933.632331364,109254502.6325983
4.033388847826087,65990524.21006369,109254502.6325983
4.083755905797101,184574407.76111495,128112260.24490236
4.134122963768116,-4291456.969709961,94617174.75766395
4.18449002173913,-2841136.1999515784,94617174.75766395
4.234857079710145,40981527.96817114,102198229.20339361
4.285224137681159,350692232.99415517,149602889.0022041
4.3355911956521735,47242999.26036509,102198229.20339361
4.385958253623189,47471408.88087664,102198229.20339361
4.436325311594203,53031719.984858036,102198229.20339361
4.486692369565217,130409337.86416152,115881899.53001064
4.5370594275362315,-18902907.44098141,86373268.23696825
4.587426485507246,58724834.34082904,102198229.20339361
4.637793543478261,24565161.13990657,94617174.75766395
4.688160601449275,373179306.3390331,149602889.0022041
4.738527659420289,222074854.59679773,128112260.24490236
4.788894717391305,69462689.08643122,102198229.20339361
4.839261775362319,-44401341.886557244,77254599.68667376
4.889628833333333,-41263077.65825408,77254599.68667376
4.939995891304347,113553627.86224304,109254502.6325983
4.990362949275362,79233315.46982072,102198229.20339361
5.040730007246377,-75275883.90352412,66904445.887856804
5.091097065217391,43803671.603297226,94617174.75766395
5.141464123188405,45367114.59761839,94617174.75766395
5.19183118115942,-30921047.704895146,77254599.68667376
5.242198239130435,50213591.35282256,94617174.75766395
5.292565297101449,-65668308.17718808,66904445.887856804
5.342932355072463,-24002316.898137946,77254599.68667376
5.393299413043478,93563797.30249672,102198229.20339361
5.443666471014493,170818396.98917225,115881899.53001064
