Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
2.0187065289855073,-5607609835.274691,701699748.2910533
2.069073586956522,1147310363.114059,855051731.5704682
2.1194406449275363,3861111178.59301,900935708.857051
2.1698077028985505,6713776948.882872,948534227.5278174
2.2201747608695652,7876299233.835752,961812009.5819001
2.27054181884058,4115939808.8618097,872327249.1017331
2.320908876811594,2396345370.5614047,821227659.3737866
2.3712759347826085,4289623180.5647917,855051731.5704682
2.421642992753623,6539446488.6364355,895953537.7097601
2.472010050724638,9326282748.485882,946171747.5766394
2.522377108695652,11563436200.006577,983290523.6933845
2.5727441666666664,6791560695.563344,876592933.4596146
2.623111224637681,8259937449.80987,900935708.857051
2.673478282608696,11756524091.886988,966454733.3088578
2.72384534057971,15505696419.426493,1032874062.8115042
2.7742123985507243,27559619886.936092,1233052144.3789825
2.824579456521739,44177409304.392654,1465802968.406517
2.8749465144927537,88239640631.28802,1958979236.7651834
2.925313572463768,154918639822.71164,2530014422.4435678
2.9756806304347823,232619403558.853,3064486553.6202493
3.0260476884057974,311671295080.0136,3525891804.754441
3.0764147463768117,379373820203.26666,3877572976.8046837
3.126781804347826,412521866414.29535,4037984931.6147923
3.17714886231884,393931220558.952,3946795279.8280325
3.2275159202898553,338821766167.4533,3665932230.2431874
3.2778829782608696,267212389183.87723,3265092334.80793
3.328250036231884,185203701297.9305,2735729255.3588448
3.378617094202898,125427071018.31982,2273110753.8584137
3.4289841521739133,71545877266.34685,1754036721.5516622
3.4793512101449275,39702165498.6381,1355262361.6529987
3.529718268115942,16423428500.031515,964909640.8206943
3.580085326086956,7844360508.763328,769643496.9485939
3.630452384057971,2138700573.7205164,602140012.9907113
3.6808194420289855,156571152.16843763,531037576.27154136
3.7311864999999997,-4472211.582824923,519677170.04584366
3.781553557971014,-564436196.8824588,493160350.99092233
3.831920615942029,-32312972.680711184,510991146.01696795
3.8822876739130434,-1964049402.210319,423140869.1942276
3.9326547318840577,-1555106797.0179107,438721790.91211087
3.9830217898550724,-2078861712.6493955,408792916.81357443
4.033388847826087,-892931177.3218946,457044375.35778457
4.083755905797101,-1505443139.92933,426652471.88879675
4.134122963768116,-1297351087.0035276,430135407.0001615
4.18449002173913,-2566246475.1412487,366450742.10162926
4.234857079710145,-1016495707.2270429,433590365.36986005
4.285224137681159,-2463123234.0413413,362356191.8892248
4.3355911956521735,-2640149000.307588,343326950.8235222
4.385958253623189,-2671778620.264718,341147075.12829447
4.436325311594203,-3196721338.233059,299205778.0044082
4.486692369565217,-2845306788.181012,320862450.6387537
4.5370594275362315,-2299817111.959825,343326950.8235222
4.587426485507246,-2713285628.475376,318528874.5729649
4.637793543478261,-1958376220.1668348,354025050.8476942
4.688160601449275,-2817134265.7834334,301688856.082571
4.738527659420289,-3060470286.162496,278545420.4357465
4.788894717391305,-1998041941.3028667,341147075.12829447
4.839261775362319,-2554258233.2375903,304151663.1182498
4.889628833333333,-2071839685.335589,327763507.89779484
4.939995891304347,-2525946359.8711677,299205778.0044082
4.990362949275362,-3089286574.83781,250333514.1643169
5.040730007246377,-2896150075.621044,264815425.872043
5.091097065217391,-2914066868.1567445,256224520.48980471
5.141464123188405,-2441268090.0783086,286467722.6587455
5.19183118115942,-2527541694.523056,278545420.4357465
5.242198239130435,-2176906924.075557,294176751.2990262
5.292565297101449,-1906515825.1721992,311423247.4577941
5.342932355072463,-1774793541.4465613,313809667.39465743
5.393299413043478,-2611622932.0610795,253296144.08246186
5.443666471014493,-2688877531.7476964,247335399.85345647
