Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
1.8076076842105264,13829916877.82615,340444880.1300877
1.857779052631579,10375133132.618538,310047083.12609935
1.9079504210526315,9801402712.662111,305133189.17118126
1.958121789473684,10313625104.8327,310391006.78494424
2.008293157894737,9972465096.657272,308667556.4472669
2.0584645263157895,9747487622.577793,307802212.5622302
2.108635894736842,8886734388.681047,299961065.5461221
2.158807263157895,8094120908.132069,294094168.00871634
2.2089786315789475,7764390852.813726,291848446.52535677
2.25915,7523200012.263301,290933080.61191964
2.3093213684210525,6709821515.460363,283754552.72754496
2.359492736842105,7849722255.516749,296442863.5564316
2.4096641052631576,6880577048.462386,288107824.381625
2.4598354736842105,5503462535.645889,273804089.4625516
2.510006842105263,5237267037.815937,271783367.458185
2.560178210526316,4391384692.134887,259808126.46548307
2.6103495789473685,3697103040.3038554,249330461.69347465
2.660520947368421,3233168399.2652464,240915478.80439025
2.7106923157894736,2273300832.853773,225828735.49345744
2.760863684210526,2059771841.3767424,220247918.260922
2.8110350526315786,1755175996.2168179,213524955.32379293
2.861206421052631,2169996559.5755715,216091154.66750112
2.9113777894736845,1894183177.8125951,209149669.5757141
2.961549157894737,1867645672.624301,205807173.3123808
3.0117205263157896,1631041832.08696,199756562.34574538
3.061891894736842,1448277203.130894,194433574.03021184
3.1120632631578946,972974731.0229121,184195414.53863522
3.162234631578947,905108241.4285645,180095161.98742586
3.2124059999999997,720140962.2161024,174172322.37427783
3.262577368421052,395019961.4819315,165481706.05642742
3.3127487368421056,798116264.4255381,170039531.5648389
3.362920105263158,766887072.1497203,166232193.83433604
3.4130914736842106,902161579.2570012,166232193.83433604
3.463262842105263,342559279.84601814,153438244.76285282
3.5134342105263157,329998085.9944563,150984943.8620086
3.563605578947368,541876183.6061957,153554090.94376686
3.6137769473684207,720145720.5846624,156080954.69377217
3.663948315789473,869829522.1855296,157555053.81839934
3.7141196842105266,1075371388.6650867,160129836.21403268
3.764291052631579,837558065.7452854,154937489.07706127
3.8144624210526317,775651362.2801522,152041205.86198756
3.864633789473684,437528401.45369804,144485304.5513402
3.9148051578947367,677727750.5772274,148251420.94023806
3.9649765263157892,459360602.0848295,142502564.87765306
4.015147894736842,560094668.125783,143992179.20653737
4.065319263157894,459616595.6405556,140238478.96637687
4.115490631578948,426033212.28423274,139220400.32089776
4.165662,400784458.2908974,137031871.2609068
4.215833368421053,487442795.1568772,138580303.13577604
4.266004736842105,109252086.60809794,128597078.86492589
4.316176105263158,217887314.07754794,130654762.78159285
4.36634747368421,335264639.62823254,131873962.72376019
4.416518842105263,49073889.96094714,124807786.90342921
4.466690210526316,315189869.21991235,129561398.26438425
4.516861578947369,-54980297.09126268,120457739.40219513
4.567032947368421,-446156778.9034031,108497223.3651745
4.617204315789474,-255323283.38083032,113620825.32317826
