000-000  1  3.1e+10  9.3e+09  14.90  0.08  0  0
000-000  3  9.6e+09  3.9e+09  14.97  0.09  0  0
090-078  1  4.3e+10  1.5e+10  15.11  0.08  0  0
090-078  3  2.6e+10  6.4e+09  15.20  0.07  0  0
