000-000  1  4.1e+10  6.7e+09  14.91  0.07  0  0
000-000  3  6.1e+10  1.5e+10  14.82  0.07  0  0
090-078  1  4.3e+10  5.8e+09  15.05  0.08  0  0
090-078  3  3.6e+10  8.2e+09  14.98  0.07  0  0
