000-000  1  6.7e+08  4.1e+08  13.82  0.20  30.4  5.3
000-000  3  6.9e+08  4.3e+08  13.85  0.15  29.6  4.0
090-124  1  9.5e+08  2.4e+08  14.16  0.09  21.3  2.4
090-124  3  6.0e+08  6.2e+08  14.06  0.21  24.0  5.6
