type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC090-078,3,51.83173660578625,103.02884192060498,74.59332903161845,13425933,13517671,,HGXD4-HAD-1200-6.35
WRF,TC090-078,4,51.83173660578625,103.02884192060498,81.40667096838155,13425880,13517662,,HGXD4-HAD-1200-6.35
