Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
2.0187065289855073,161443354394.32965,2503335141.6431684
2.069073586956522,152412670439.60745,2431986577.7165546
2.1194406449275363,133759723841.49495,2278683317.2450585
2.1698077028985505,117296886898.12144,2134311247.0068824
2.2201747608695652,114014867214.52495,2104390337.883914
2.27054181884058,106220591693.2695,2031516896.0546184
2.320908876811594,87264194495.97362,1842404778.2722845
2.3712759347826085,78661409750.15675,1749778310.9925194
2.421642992753623,70123856356.52252,1652869336.8882775
2.472010050724638,66050980874.989456,1604777203.8637807
2.522377108695652,53513774534.90056,1446333207.4761503
2.5727441666666664,40821203884.37873,1265891522.5574803
2.623111224637681,31314230730.573696,1111500133.494765
2.673478282608696,25877868227.095806,1012447982.5746632
2.72384534057971,23414918361.8157,964136166.0344114
2.7742123985507243,21377629108.568756,922214143.8498005
2.824579456521739,17096328114.48454,827562291.6571643
2.8749465144927537,14853508515.362347,773511076.5645238
2.925313572463768,9941456223.800587,639395583.6047451
2.9756806304347823,6841430128.045992,538016030.3172094
3.0260476884057974,4711341410.580697,455409148.73660624
3.0764147463768117,2190145126.5303717,332284597.4399685
3.126781804347826,1638104514.4857976,299205778.0044082
3.17714886231884,1012863372.397961,256224520.48980471
3.2275159202898553,1005509420.3758577,256224520.48980471
3.2778829782608696,112221772.2611986,177012525.4238471
3.328250036231884,150207112.58356798,181178095.9446124
3.378617094202898,-1648255.4157626564,163881753.94889742
3.4289841521739133,-36894524.22334874,159264437.28648245
3.4793512101449275,-145581455.3255263,144530121.78995335
3.529718268115942,127940240.9512615,177012525.4238471
3.580085326086956,94604408.0976074,172746536.4739365
3.630452384057971,140963534.0385389,177012525.4238471
3.6808194420289855,-44134957.36117038,154509199.37334752
3.7311864999999997,393751170.8706447,200713337.66357043
3.781553557971014,135235985.75908607,172746536.4739365
3.831920615942029,411646823.97853017,200713337.66357043
3.8822876739130434,621699786.9392397,218509005.2651966
3.9326547318840577,395315214.2192368,196961355.65857428
3.9830217898550724,600115410.8504907,215067703.50008076
4.033388847826087,223001261.0258743,177012525.4238471
4.083755905797101,500656826.27095944,204396458.40678722
4.134122963768116,9983817.259829594,149602889.0022041
4.18449002173913,940938298.741639,241227410.20517358
4.234857079710145,607260687.6667502,211570434.5971138
4.285224137681159,493240100.27807546,200713337.66357043
4.3355911956521735,624095075.6933349,211570434.5971138
4.385958253623189,277063471.77870107,177012525.4238471
4.436325311594203,176130843.80242965,163881753.94889742
4.486692369565217,369598085.72995937,185250022.24912748
4.5370594275362315,74552048.63084783,149602889.0022041
4.587426485507246,75555266.32928512,149602889.0022041
4.637793543478261,164821381.67204347,159264437.28648245
4.688160601449275,206052415.56441334,163881753.94889742
4.738527659420289,562852007.8768666,200713337.66357043
4.788894717391305,722461510.7825177,215067703.50008076
4.839261775362319,496122887.48237014,193136499.2166844
4.889628833333333,890833321.0302414,228522187.67889228
4.939995891304347,466759773.77739376,189234349.5153279
4.990362949275362,864612398.5622748,225233927.21426275
5.040730007246377,439712100.2855763,185250022.24912748
5.091097065217391,448309214.1230653,185250022.24912748
5.141464123188405,684276435.157832,208014375.7109699
5.19183118115942,416483668.36671025,181178095.9446124
5.242198239130435,581424615.3729203,196961355.65857428
5.292565297101449,774561114.5896046,215067703.50008076
5.342932355072463,628221642.1597681,200713337.66357043
5.393299413043478,825886266.1513274,218509005.2651966
5.443666471014493,710004366.6213213,208014375.7109699
