type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC000-000,1,52.02628184445273,13.38670929068215,165.57334518350694,13425867,13517667,,HGXD4-H-1200-6.35
WRF,TC000-000,2,52.02628184445273,13.38670929068215,194.42665481649303,13425940,13517668,,HGXD4-H-1200-6.35
WRF,TC090-078,1,51.83173660578625,76.97115807939502,81.40667096838155,13425880,13517666,,HGXD4-HA-1200-6.35
WRF,TC090-078,3,51.83173660578625,103.02884192060498,74.59332903161845,13425889,13517669,,HGXD4-HA-1200-6.35
WRF,TC090-078,4,51.83173660578625,103.02884192060498,81.40667096838155,13425856,13517670,,HGXD4-HA-1200-6.35
