type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC090-078,2,41.88409722770392,73.7854817378595,73.72170656327081,13425878,13517316,,RGXD4-H-540-12.7
WRF,TC090-078,3,41.88409722770392,106.2145182621405,73.72170656327081,13425940,13517312,,RGXD4-H-540-12.7
WRF,TC090-078,4,41.88409722770392,106.2145182621405,82.27829343672919,13425880,13517439,,RGXD4-H-540-12.7
WRF,TC090-124,2,84.44122826476764,82.05422999867521,121.94361030199592,13425869,13517442,,RGXD4-H-640-25.4
WRF,TC090-124,3,84.44122826476764,97.94577000132479,121.94361030199592,13425851,13517440,,RGXD4-H-640-25.4
WRF,TC090-124,4,84.44122826476764,97.94577000132479,126.05638969800408,13425919,13517441,,RGXD4-H-640-25.4
