WRF, Yield, Yield unc., Mean energy (MeV), Mean energy unc. (MeV), Sigma (MeV), Sigma unc. (MeV), Width (keV), Width unc. (keV), Rho-R (mg/cm^2), Rho-R unc. (mg/cm^2), Compres. yield, Compres. yield unc., Compres. mean (MeV), Compres. mean unc. (MeV), Compres. rho-R (mg/cm^2), Compres. rho-R unc. (mg/cm^2)
90-078:1,13950000.0,11903535.0,15.120507064858346,0.9945911397215115,0.7444279891551746,1.4652985217266705,1753.1279144604362,3450.778018666309,nan,7.936908818187667,181999918.4576898,63905234.30662349,7.513082701282742,0.5672984778885342,305.11156755795867,42.138948974283856
90-078:3,43500000.0,150449100.0,12.213998939431116,0.2465639038659031,0.39754183819740074,2.722873091925604,936.2110289548788,6412.366131484797,111.61018997862519,14.843102449943771,nan,inf,nan,inf,nan,nan
