type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC000-000,1,52.02628184445273,13.38670929068215,165.57334518350694,13425853,13517618,,HGXD4-H-1200-6.35
WRF,TC090-078,1,51.83173660578625,76.97115807939502,81.40667096838155,13425941,13517617,,HGXD4-H-1200-6.35
