WRF, Yield, Yield unc., Mean energy (MeV), Mean energy unc. (MeV), Temperature (keV), Temperature unc. (keV), Width (keV), Width unc. (keV), Rho-R (mg/cm^2), Rho-R unc. (mg/cm^2), Compres. yield, Compres. yield unc., Compres. mean (MeV), Compres. mean unc. (MeV), Compres. rho-R (mg/cm^2), Compres. rho-R unc. (mg/cm^2)
90-078:1,457900000.0,344707120.0,11.365063631852426,0.1267342736093262,23.895696306143613,36.59532550118556,958.8861752863202,622.1494744235748,146.8015743261215,14.413716926527766,nan,inf,nan,inf,nan,nan
90-078:4,458500000.0,349147750.0,11.576410051377136,0.12856450439984357,29.788153474131384,23.84633594522619,1054.3336378823963,368.5986393325339,137.86299235567554,13.62745715031799,nan,inf,nan,inf,nan,nan
