Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
2.0187065289855073,-522988631.79248744,330031794.5329735
2.069073586956522,1009869094.9030209,405126538.56613225
2.1194406449275363,930008822.4471073,395812039.7166319
2.1698077028985505,1883295209.2096312,435307561.65584326
2.2201747608695652,3235052202.027829,490125489.2403736
2.27054181884058,3620023280.6162767,506592288.1649237
2.320908876811594,5374167630.658956,569015658.5029893
2.3712759347826085,6469632671.130992,604612877.6587777
2.421642992753623,8981017231.805754,680103794.2020222
2.472010050724638,9687153862.511452,698502921.8780452
2.522377108695652,10154468052.872734,710154267.1118889
2.5727441666666664,11979058083.64497,756937398.0613116
2.623111224637681,11799672013.637636,751000542.4929507
2.673478282608696,14565917415.452316,817585833.6271489
2.72384534057971,20681760127.357742,949320414.3412172
2.7742123985507243,35419932531.93598,1211075196.7581837
2.824579456521739,68420593252.25071,1654673779.9331453
2.8749465144927537,123548010033.25539,2205480137.246716
2.925313572463768,214668141254.72287,2894986632.5825543
2.9756806304347823,318576682747.0259,3520174310.3031816
3.0260476884057974,412716395065.23584,4003100481.9800553
3.0764147463768117,460191435058.2017,4225586499.477849
3.126781804347826,454078561457.85614,4197243183.049981
3.17714886231884,406404979648.6996,3971480067.5919724
3.2275159202898553,322809754170.02325,3541303997.715698
3.2778829782608696,241076010587.278,3062781964.0429845
3.328250036231884,159059835638.62314,2491984798.558072
3.378617094202898,96971180323.40686,1951730092.1250734
3.4289841521739133,54818051883.99036,1475947054.6239445
3.4793512101449275,24172911754.141857,996105122.4491271
3.529718268115942,11994161112.574251,721617512.4830893
3.580085326086956,4990431106.360574,499174723.8815662
3.630452384057971,2050887292.9818084,366450742.10162926
3.6808194420289855,1257365299.8676443,320862450.6387537
3.7311864999999997,1208627321.7371733,316178075.84260577
3.781553557971014,809806291.4322153,289060243.5799067
3.831920615942029,243616020.31887457,247335399.85345647
3.8822876739130434,821546432.4734765,286467722.6587455
3.9326547318840577,678849906.0162042,275854097.21905476
3.9830217898550724,549953951.715921,264815425.872043
4.033388847826087,222420900.5707734,238114668.0511472
4.083755905797101,277000822.47915673,241227410.20517358
4.134122963768116,224960220.1367817,234960692.13364387
4.18449002173913,928814369.3290251,286467722.6587455
4.234857079710145,650469609.9962317,264815425.872043
4.285224137681159,1542984910.4415414,323179177.1186593
4.3355911956521735,571555688.188392,256224520.48980471
4.385958253623189,225258529.16175735,228522187.67889228
4.436325311594203,682987127.2785659,261983093.89463368
4.486692369565217,760968031.3100712,267617783.55142722
4.5370594275362315,714396456.9462247,261983093.89463368
4.587426485507246,1527772799.5566165,316178075.84260577
4.637793543478261,742976549.7865576,261983093.89463368
4.688160601449275,594185098.0478197,250333514.1643169
4.738527659420289,807423363.8786039,264815425.872043
4.788894717391305,702741628.3854905,256224520.48980471
4.839261775362319,405636806.55725235,231763799.06002128
4.889628833333333,76519545.8797028,200713337.66357043
4.939995891304347,-269310624.0802715,163881753.94889742
4.990362949275362,65136401.37490669,196961355.65857428
5.040730007246377,26509101.531584904,193136499.2166844
5.091097065217391,-70493708.81993107,181178095.9446124
5.141464123188405,209128020.2479395,208014375.7109699
5.19183118115942,-364575592.3121265,144530121.78995335
5.242198239130435,160487213.76683024,200713337.66357043
5.292565297101449,314996413.1401777,215067703.50008076
5.342932355072463,-91963328.98640253,172746536.4739365
5.393299413043478,-120646957.84292087,168372496.47894996
5.443666471014493,-313783457.0595954,144530121.78995335
