WRF, Yield, Yield unc., Mean energy (MeV), Mean energy unc. (MeV), Sigma (MeV), Sigma unc. (MeV), Rho-R (mg/cm^2), Rho-R unc. (mg/cm^2), Hot-spot rho-R (mg/cm^2), Shell rho-R (mg/cm^2)
90-078:1,82630000.0,208888640.0,6.808981709520667,0.5264764595362625,0.6375489558161105,0.508,336.62719930113235,48.435137264505684,48.47383155279271,264.63854631350927
90-078:3,30410000.0,41938431.0,8.124204162595172,0.45783549078187447,1.5325579464948125,1.063,286.1055533723474,39.339694936396725,40.25687773980633,222.4352681640063
90-078:4,155100000.0,138721440.0,7.1653220297815485,0.2027843920305119,0.7132810322324095,0.218,323.3444160801211,42.45884657910872,46.30105866813835,253.55266695967637
