type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID
WRF,TC090-078,1,51.83173660578625,76.97115807939502,81.40667096838155,13425894,13517302,
WRF,TC090-078,3,51.83173660578625,103.02884192060498,74.59332903161845,13425858,13517308,
WRF,TC090-078,4,51.83173660578625,103.02884192060498,81.40667096838155,13425937,13517303,
