90-078  1  3.8e8  8.8e7  11.70  0.09  102.2  9.9
90-078  3  1.6e8  4.1e8  11.63  0.43  107.8  19.9
90-078  4  3.3e8  9.1e7  11.51  0.10  112.6  11.4
