90-078  1  2.1e8  5.1e7  11.59  0.12  109.3  11.1
90-078  3  5.5e8  1.5e8  11.51  0.11  112.5  11.4
90-078  4  3.4e8  1.5e8  11.42  0.12  116.1  12.0
