90-078  1  5.9e8  3.7e9  11.97  0.54  93.5  22.7
90-078  3  5.0e8  1.7e8  12.03  0.10  91.2  8.5
90-078  4  3.5e8  5.5e7  11.94  0.09  94.7  8.7
