90-078  1  8.5e8  2.5e8  11.70  0.08  104.3  9.7
90-078  3  4.6e8  1.1e8  11.81  0.11  99.9  9.7
90-078  4  5.2e8  1.2e8  11.83  0.08  99.1  9.1
