type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC090-078,1,51.83173660578625,76.97115807939502,81.40667096838155,13425875,13517612,,HGXD4-HA100-1200-8
WRF,TC090-078,3,51.83173660578625,103.02884192060498,74.59332903161845,13425894,13517613,,HGXD4-HA100-1200-8
WRF,TC090-078,4,51.83173660578625,103.02884192060498,81.40667096838155,13425889,13517614,,HGXD4-HA100-1200-8
