Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
1.8076076842105264,13547961870.622046,294456725.16468024
1.857779052631579,18149411904.500755,337770570.11239725
1.9079504210526315,22902723713.308353,377686062.0041847
1.958121789473684,30612882573.143032,434480294.5165396
2.008293157894737,33335401216.207783,452954831.5860258
2.0584645263157895,34646827035.00908,461626284.8361613
2.108635894736842,35757941202.25516,468925932.0798766
2.158807263157895,32534219779.734417,448139805.10374594
2.2089786315789475,28928946191.102215,423621750.187439
2.25915,21335175519.861607,366212271.65876305
2.3093213684210525,15751512015.539936,317135113.1027411
2.359492736842105,14591515726.397625,305540848.92433995
2.4096641052631576,13673906509.07915,295902511.55842483
2.4598354736842105,12901309073.494825,287428105.24309707
2.510006842105263,11477996918.627363,271652482.13036424
2.560178210526316,9375557032.040178,246821682.57697526
2.6103495789473685,7830931544.331635,226693230.072824
2.660520947368421,6071579403.734865,201705453.00695866
2.7106923157894736,6370625653.882402,205807173.3123808
2.760863684210526,8004323537.127944,228022820.53578678
2.8110350526315786,5534852516.125665,192780353.50173807
2.861206421052631,4509301400.936589,175899357.6039852
2.9113777894736845,3285587431.579206,153438244.76285282
2.961549157894737,3431885187.863822,155966985.37978438
3.0117205263157896,1970496766.9061193,124665230.84673733
3.061891894736842,1773063934.830644,119568740.24559355
3.1120632631578946,1743704437.0192952,118523147.175089
3.162234631578947,971947471.4156183,96712475.82898173
3.2124059999999997,621710764.2558922,84757924.18187575
3.262577368421052,358506014.9063814,74484674.84786482
3.3127487368421056,130356320.52692892,64229364.0069137
3.362920105263158,758476447.5265936,88252432.46430038
3.4130914736842106,96024934.37329006,61398471.5128784
3.463262842105263,122459761.47857651,62261255.79445218
3.5134342105263157,926304804.872506,92771015.39856145
3.563605578947368,359663005.77672845,71810612.03551866
3.6137769473684207,390414688.0396676,72794364.88878606
3.663948315789473,1021196979.6310357,94856017.64968048
3.7141196842105266,440825772.6192813,74005668.75496207
3.764291052631579,106253476.75270277,58734123.7881723
3.8144624210526317,107101355.03170955,58125463.59248561
3.864633789473684,23154907.785468638,53339583.54654683
3.9148051578947367,55116637.6895869,54656808.6478254
3.9649765263157892,-1409164.0875234804,50952565.639903076
4.015147894736842,38646683.37868807,53005162.79814223
4.065319263157894,56102511.752155125,53339583.54654683
4.115490631578948,-96879936.34920277,43822939.67456266
4.165662,-20125194.35411141,48079650.87224249
4.215833368421053,155029679.385858,57818730.77282036
4.266004736842105,75698238.78677224,53005162.79814223
4.316176105263158,-22871269.715588477,46957013.94906051
4.36634747368421,-49317652.144176684,44627097.38537041
4.416518842105263,18911635.906044815,48813733.798181266
4.466690210526316,-162638250.080694,35280818.27497888
4.516861578947369,-137099407.24474004,37242337.42393241
4.567032947368421,-234476618.808774,27328404.3239127
4.617204315789474,-353747553.510382,5963546.735080401
