type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC000-000,1,52.9655336324471,13.1450237838498,165.57334518350694,13425880,13517663,,HGXD4-H-640-25.4
WRF,TC000-000,2,52.9655336324471,13.1450237838498,194.42665481649303,13425933,13517664,,HGXD4-H-640-25.4
WRF,TC090-078,1,52.9655336324471,77.25572806072758,81.32989869011422,13425856,13517413,,HGXD4-H-640-25.4
WRF,TC090-078,2,52.9655336324471,77.25572806072758,74.67010130988578,13425889,13517615,,HGXD4-H-640-25.4
WRF,TC090-124,1,50.99567298044253,76.75294741157269,127.46565174059663,13425940,13517665,,HGXD2-H-1000-12.7
WRF,TC090-124,2,50.99567298044253,76.75294741157269,120.53434825940337,13425881,13517603,,HGXD2-H-1000-12.7
