Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
1.8076076842105264,1244476571.345187,120162137.14213051
1.857779052631579,1021717313.302129,113307387.96652763
1.9079504210526315,1260693535.5291915,118373022.79922701
1.958121789473684,1412063413.5623507,121046778.31538145
2.008293157894737,2841356338.0843163,151572664.8222605
2.0584645263157895,3998947892.79993,172221612.98072052
2.108635894736842,2653515068.781476,146441201.3945438
2.158807263157895,2529176372.6996655,143249308.3218158
2.2089786315789475,4911803083.23458,185829321.8555806
2.25915,3728119259.98313,165266655.01553202
2.3093213684210525,2370296371.2711644,138066088.73491576
2.359492736842105,2597623874.959963,142377726.8643106
2.4096641052631576,2699119780.051083,143992179.20653737
2.4598354736842105,2632185690.2068176,142127721.8832598
2.510006842105263,3052721908.6809335,150276644.67589417
2.560178210526316,3478216706.7369704,158118355.7719538
2.6103495789473685,3849054308.515998,164619816.31035173
2.660520947368421,4481301753.015369,175393171.35278448
2.7106923157894736,5637246041.200828,193792330.81453833
2.760863684210526,8408245475.765801,232348842.27415243
2.8110350526315786,14786966501.119987,303203982.122509
2.861206421052631,27082194243.651443,406397223.89301676
2.9113777894736845,51267503251.48312,556146696.8219466
2.961549157894737,87408277852.93275,724392981.7131424
3.0117205263157896,137637766163.89502,907870424.0114051
3.061891894736842,192774968358.50494,1073769669.3543942
3.1120632631578946,243953361500.8262,1207526180.304598
3.162234631578947,278585657517.14264,1290181326.6382177
3.2124059999999997,287465653981.9043,1310515684.580915
3.262577368421052,256131272690.56342,1237144920.9659324
3.3127487368421056,207877654808.31778,1114768584.2547677
3.362920105263158,141414503890.35992,919933866.3103838
3.4130914736842106,90800256170.70987,737818716.9274025
3.463262842105263,50017296866.5359,548743522.753408
3.5134342105263157,26977825991.010708,404555336.41538864
3.563605578947368,12836984260.092834,281552677.2301358
3.6137769473684207,5042881429.91719,180981607.84519115
3.663948315789473,2571575188.165097,134014045.08129549
3.7141196842105266,982375016.5570179,91807635.02984206
3.764291052631579,319279297.7788159,66674479.43318354
3.8144624210526317,8761090.781202234,50249737.96912435
3.864633789473684,288047147.87050986,64505620.61087476
3.9148051578947367,98556948.36815277,54656808.6478254
3.9649765263157892,142515371.46189538,56575171.84714449
4.015147894736842,235820983.68871444,61108169.78486799
4.065319263157894,97089620.25677067,53339583.54654683
4.115490631578948,212262365.23158732,59336540.82003199
4.165662,293878915.2842381,62829863.53976253
4.215833368421053,188528633.73643452,57510362.00997517
4.266004736842105,221504956.96120146,58734123.7881723
4.316176105263158,-187446574.73543024,31556123.185867865
4.36634747368421,-131325216.55177289,35781280.410482414
4.416518842105263,-188590175.55663505,30408241.17239751
4.466690210526316,-180223414.4573959,30408241.17239751
4.516861578947369,-154850948.08505192,32663690.69539821
4.567032947368421,-253212463.0919886,20658331.876941502
4.617204315789474,-169722808.80086297,30408241.17239751
