Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
1.8076076842105264,47269458660.79945,535823927.45863223
1.857779052631579,45886324451.83958,527731768.9310673
1.9079504210526315,44509698632.944565,519547805.8183817
1.958121789473684,46729075874.733665,531826677.1024325
2.008293157894737,50201079710.825645,550652089.1214776
2.0584645263157895,47186048693.48475,533795732.4368965
2.108635894736842,41995759467.93881,503699105.46382374
2.158807263157895,35556923467.84644,463740057.34141475
2.2089786315789475,30857257084.292114,432182309.33500224
2.25915,26536981328.323524,400979232.8283197
2.3093213684210525,23219978080.48503,375229848.45269364
2.359492736842105,19891797695.341446,347526933.1870749
2.4096641052631576,18709501818.20033,336979969.2698834
2.4598354736842105,17308941978.98808,324123016.86248064
2.510006842105263,16656438017.655718,317863194.6738844
2.560178210526316,15915164180.24727,310620077.66983974
2.6103495789473685,15391642442.884418,305366204.2407801
2.660520947368421,14692475495.829195,298296583.8440717
2.7106923157894736,13880800274.563492,289953505.16894585
2.760863684210526,12174372250.668291,271783367.458185
2.8110350526315786,10694486686.160875,254972136.3231682
2.861206421052631,9035910315.760635,234709320.40642336
2.9113777894736845,7168212741.912515,209574339.3928222
2.961549157894737,5806950320.169376,189148811.78441763
3.0117205263157896,4063005685.3285155,159238981.8123723
3.061891894736842,2664854801.134839,130382281.22790045
3.1120632631578946,1630798322.0312932,103977990.2531896
3.162234631578947,865986940.0280277,78890307.96466966
3.2124059999999997,422657169.01871574,59635467.350804016
3.262577368421052,235056005.7731095,49176666.18408767
3.3127487368421056,100915635.47796594,40004687.65991013
3.362920105263158,57240935.95245283,36274838.62782935
3.4130914736842106,-28889557.667313963,27971513.590664674
3.463262842105263,3412135.0259708776,30987497.815412253
3.5134342105263157,-29260389.934277907,27328404.3239127
3.563605578947368,-25823439.688035555,27328404.3239127
3.6137769473684207,-23818205.49690038,27328404.3239127
3.663948315789473,-20744306.254657358,27328404.3239127
3.7141196842105266,41804143.96279883,33203622.98765199
3.764291052631579,-34166654.34023904,25301186.017789483
3.8144624210526317,29182742.334767032,31556123.185867865
3.864633789473684,-16924712.59700221,26669791.773273416
3.9148051578947367,80849053.41463244,35781280.410482414
3.9649765263157892,23851342.915264413,30408241.17239751
4.015147894736842,102620149.10487598,37242337.42393241
4.065319263157894,123851816.01583765,38648200.032892875
4.115490631578948,35000335.95985038,30987497.815412253
4.165662,127696721.06726758,38648200.032892875
4.215833368421053,110449157.04621004,37242337.42393241
4.266004736842105,-47624014.899321266,20658331.876941502
4.316176105263158,42646335.52902527,30987497.815412253
4.36634747368421,21505982.484708264,28600165.422847234
4.416518842105263,40161293.78266434,30408241.17239751
4.466690210526316,7078936.733153042,26669791.773273416
4.516861578947369,49313525.660959125,30987497.815412253
4.567032947368421,-7424451.275615221,24588333.092043836
4.617204315789474,-13387998.010695621,23854186.940321606
