WRF, Yield, Yield unc., Mean energy (MeV), Mean energy unc. (MeV), Sigma (MeV), Sigma unc. (MeV), Width (keV), Width unc. (keV), Rho-R (mg/cm^2), Rho-R unc. (mg/cm^2), Compres. yield, Compres. yield unc., Compres. mean (MeV), Compres. mean unc. (MeV), Compres. rho-R (mg/cm^2), Compres. rho-R unc. (mg/cm^2)
N230207-003 90-078:1,35340000.0,99556314.0,9.92,0.6522468857725577,1.341,1.16,3158.055,2731.7999999999997,193.47165085805463,29.22285025317676,nan,inf,nan,inf,nan,nan
N230207-003 90-124:1,48450000.0,139221075.00000003,10.812,0.5068066692536711,1.646,0.782,3876.33,1841.6100000000001,161.1024959969316,23.39643624132475,nan,inf,nan,inf,nan,nan
N230208-001 90-078:4,55370000.0,166436682.99999997,12.449,1.7849425761071418,1.75,2.219,4121.25,5225.745,100.1536906051155,69.31120419983922,nan,inf,nan,inf,nan,nan
N230208-001 90-124:1,80040000.0,86115036.0,13.052,0.35938976056643573,1.277,0.781,3007.3349999999996,1839.255,76.83383293338913,15.535329180664862,nan,inf,nan,inf,nan,nan
N230208-001 90-124:3,104600000.0,304187260.0,10.516,0.5138764442937621,2.071,0.769,4877.205000000001,1810.9950000000001,173.8740878066687,24.973263377726788,nan,inf,nan,inf,nan,nan
N230208-001 90-124:4,62580000.0,179911242.0,10.875,0.34050844336080716,1.967,0.67,4632.285,1577.8500000000001,160.43407588215578,19.387570945738776,nan,inf,nan,inf,nan,nan
N230208-002 90-078:3,89650000.0,47998610.0,12.037,0.19769926656414283,1.416,0.361,3334.68,850.155,115.24064131080024,12.30772724204825,nan,inf,nan,inf,nan,nan
N230208-002 90-078:4,31920000.0,104748672.0,11.523,0.5701657653700369,1.446,1.638,3405.33,3857.49,134.65013403669224,24.262096137627722,nan,inf,nan,inf,nan,nan
