Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
7.53939596713615,511202121.59125054,46703546.67786568
7.63943990140845,669957136.5297759,51759910.31187515
7.739483835680751,89301633.52369899,30493421.73609677
7.839527769953051,-15372133.937935535,24714276.82614889
7.939571704225353,-46866303.58829001,22251364.33832551
8.039615638497652,-55663470.25596556,21768596.44605045
8.139659572769952,-7240425.307370042,24147586.191885334
8.239703507042254,-9081680.907825135,23153997.661776695
8.339747441314554,8091292.005477656,23978778.07495657
8.439791375586854,13974359.552721879,25197410.15103763
8.539835309859154,52578244.48795825,25981046.472984288
8.639879244131455,66768974.82370891,27726915.884135406
8.739923178403757,81722370.1753693,28139011.957062714
8.839967112676057,109938463.51356554,29383419.924723037
8.940011046948356,107391457.51814704,29453207.608320467
9.040054981220656,80766459.39115372,27893354.527526923
9.140098915492956,108903853.00775388,28560593.668852452
9.240142849765258,34136876.24944515,24651407.13196214
9.34018678403756,96911759.41237396,27911404.461253174
9.44023071830986,77262125.43968135,27009156.258196853
9.54027465258216,122749692.11053462,29440682.322783478
9.640318586854459,108155616.94136491,28308953.577172987
9.740362521126759,114136975.0820289,28515625.984717187
9.84040645539906,91506093.25924778,26773319.582502197
9.940450389671362,146565776.44502434,30054479.45684145
10.040494323943662,155537813.65602282,30135964.864742126
10.140538258215962,175166308.06489444,31236624.13675458
10.240582192488262,107844556.47473702,27250199.84870487
10.340626126760561,182611533.23304683,31507480.484191354
10.440670061032863,171857758.35961294,30771916.31808568
10.540713995305165,123276751.40253665,27563585.210828334
10.640757929577465,189071690.9498543,31353659.48166604
10.740801863849764,117295393.26187381,27878607.841575507
10.840845798122064,138204225.2874113,28351505.91097795
10.940889732394366,231200745.4393539,33167139.209669415
11.040933666666668,174377843.10303366,30038779.483568553
11.140977600938967,177789798.71847418,29530589.681179084
11.241021535211267,201330721.8194273,31353659.48166604
11.341065469483567,168433252.04577065,29810935.358344063
11.441109403755867,225349186.42480463,32614088.14808659
11.541153338028169,254957595.19530904,33693836.93075865
11.64119727230047,201125371.92932287,30745587.912884153
11.74124120657277,311780497.53162605,35918861.85675155
11.84128514084507,223677803.22430825,32205811.457636587
11.94132907511737,281418290.40460205,34615756.88240124
12.04137300938967,266464895.052937,33917538.432491064
12.141416943661971,278427611.3342696,34465812.33341231
12.241460877934273,355239830.1113647,37079779.683392465
12.341504812206573,337533006.1351497,36729926.9690652
12.441548746478873,409309303.82312906,39557151.59567802
12.541592680751172,346505043.3461472,37110221.29532026
12.641636615023472,419735577.13626856,39900635.47998954
12.741680549295774,321570725.34247464,35832723.09841374
12.841724483568075,509983506.77341855,42915259.232569255
12.941768417840375,411291097.4524495,39355838.21969158
13.041812352112675,471104678.85909843,41575573.68749896
13.141856286384975,622430519.9981432,46588086.55888899
13.241900220657275,514768258.21671927,42713417.932975434
13.341944154929578,550656407.0607092,43475484.35527912
13.441988089201878,771966658.265314,51156090.5222737
13.542032023474178,732414690.6467901,49915348.28244584
13.642075957746478,1045784074.5458289,58283844.02333112
13.742119892018778,1712705507.2299714,73128933.89516298
13.842163826291078,2732527070.2133436,91175385.74529894
13.942207760563381,4526934512.412828,117139545.87894897
14.04225169483568,6620915872.128073,140497958.6440107
