90-078  1  9.4e8  3.0e8  11.49  0.08  112.7  10.9
90-078  3  1.0e9  1.1e8  11.58  0.08  109.1  10.4
90-078  4  1.6e9  4.4e8  11.54  0.08  110.7  10.6
