type,DIM,position,distance,theta,phi,filter ID,bert ID,ernie ID,snout configuration
WRF,TC000-000,1,52.02628184445273,13.38670929068215,165.57334518350694,13425916,13517313,,HGXD2-H-1200-6.35
WRF,TC000-000,2,52.02628184445273,13.38670929068215,194.42665481649306,13425887,13517318,,HGXD2-H-1200-6.35
