Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
7.564406950704225,36946244.66308295,15021952.8952332
7.714472852112676,-12734276.125402309,11512522.623592518
7.864538753521126,-14868656.157099573,11084026.77633032
8.014604654929578,-24978208.967597183,10491996.247235157
8.164670556338027,-553518.1107443542,12351777.583842415
8.314736457746479,-12986239.946555905,11197167.586671177
8.46480235915493,-17303883.679416534,9992086.898010457
8.61486826056338,-22727246.350258797,9731540.698738456
8.76493416197183,4310979.828237632,12258136.476193082
8.915000063380282,8261984.503970635,11708701.861445513
9.065065964788733,-7998019.471906699,10550124.095074106
9.215131866197183,2980097.3860745174,11539223.523679387
9.365197767605633,-6689517.952155744,9992086.898010457
9.515263669014084,23675508.12645976,11922707.084707951
9.665329570422536,-1883494.7817280926,10050692.015774328
9.815395471830985,-1573320.1923982755,10883831.516414244
9.965461373239435,-7877376.798054281,10053508.519126734
10.115527274647887,2495140.7671835064,10360016.197897408
10.265593176056338,4297899.497886154,10936005.393988598
10.415659077464788,2593776.029037969,10621894.474265823
10.565724978873238,28551328.434097957,12655233.30570557
10.71579088028169,638323.7776620127,9266280.186599007
10.865856781690141,6800480.621727533,10191549.422582038
11.01592268309859,28800525.55427387,12758672.959653364
11.165988584507042,12394928.250579312,10986004.600559494
11.316054485915492,-10906065.606685339,8744664.963720612
11.466120387323944,21708767.943744898,11934928.284960186
11.616186288732393,35033126.34317442,12899179.312723564
11.766252190140845,41014484.48383987,13097496.975288624
11.916318091549295,40732310.95438049,12963558.358497916
12.066383992957746,25056435.000748724,11411551.456360774
12.216449894366196,29534047.448845673,12228243.745638134
12.366515795774648,46889474.73713553,12921210.37798684
12.516581697183097,72808693.34668367,15144947.43092048
12.666647598591549,81727975.44007683,15630257.241877465
12.816713499999999,136403168.82548496,18886631.00051188
12.96677940140845,134409382.77859724,18520022.506188277
13.1168453028169,173437221.50635666,20602713.611170627
13.266911204225352,331520056.3289081,26712975.20141462
13.416977105633801,395321209.82933426,29220927.96413857
13.567043007042253,603788066.7046875,35699883.59591656
13.717108908450703,993136713.3031802,45186707.200838104
13.867174809859154,1090832229.6007073,47170338.70122385
14.017240711267604,1366812511.514954,52863844.85075277
14.167306612676056,1521123888.5216568,55725613.84297312
14.317372514084505,1648726195.5225089,57957096.61928213
14.467438415492957,1519463830.5929782,55637051.41519036
14.617504316901407,1458956633.1829755,54590841.21816498
14.767570218309858,1291478605.244357,51430552.45321523
14.91763611971831,1056211851.7115355,46271194.80167982
15.06770202112676,746277566.1487851,38987790.44199637
