WRF, Yield, Yield unc., Mean energy (MeV), Mean energy unc. (MeV), Temperature (keV), Temperature unc. (keV), Width (keV), Width unc. (keV), Rho-R (mg/cm^2), Rho-R unc. (mg/cm^2), Compres. yield, Compres. yield unc., Compres. mean (MeV), Compres. mean unc. (MeV), Compres. rho-R (mg/cm^2), Compres. rho-R unc. (mg/cm^2)
00-000:1,6836000.0,23109781.6,12.618,0.38113645850272576,107.83384353944913,182.8396629204456,1912.2600000000002,1559.01,71.19820597694915,18.93640808970418,nan,inf,nan,inf,nan,nan
90-078:1,59930000.0,218432864.0,13.078,0.9415497862566801,203.7338435412582,735.4527707026732,2604.63,4604.025000000001,56.45330636264992,31.780491452642558,nan,inf,nan,inf,nan,nan
90-078:3,42870000.0,161817102.0,11.911,0.9947512251814521,348.84353742154656,383.2871423932505,3393.5550000000003,1841.6100000000001,94.09280150144879,38.17487608168795,nan,inf,nan,inf,nan,nan
