00-000:1  |  2.7e+10 ± 2.8e+09  |  14.22 ± 0.11  |   30.7 ±  7.4  |  
90-078:1  |  7.0e+10 ± 2.4e+10  |  13.83 ± 0.13  |   47.1 ±  8.0  |  
