00-000:1  |  7.7e+09 ± 3.2e+09  |  14.26 ± 0.10  |   29.6 ±  7.2  |  
90-078:1  |  3.2e+10 ± 6.9e+10  |  13.72 ± 0.16  |   52.8 ±  9.4  |  
