00-000:1  |  4.5e+10 ± 6.1e+09  |  14.03 ± 0.08  |   38.5 ±  6.4  |  
90-078:1  |  3.3e+10 ± 4.5e+09  |  13.90 ± 0.07  |   44.1 ±  6.5  |  
