Proton energy (MeV),Spectrum (MeV^-1),Spectrum error (MeV^-1)
1.8076076842105264,2008785526.6634047,135858966.33756763
1.857779052631579,2521983944.4180727,145832801.5830797
1.9079504210526315,2131529887.0505042,136772094.96802607
1.958121789473684,2279499243.5283775,139092616.5396623
2.008293157894737,2167584660.81616,135989788.67537746
2.0584645263157895,2087907088.448304,133482241.21734527
2.108635894736842,2147388336.5914545,134146666.63287981
2.158807263157895,2426198540.836516,139603049.87533578
2.2089786315789475,2098826977.4627995,131739053.26366287
2.25915,2231008008.4385405,134146666.63287981
2.3093213684210525,2040053699.5025308,129286612.38078527
2.359492736842105,2092540827.0195296,129972487.816487
2.4096641052631576,2412836561.1119404,136642021.6195635
2.4598354736842105,2618486270.266651,140618358.1606164
2.510006842105263,2894277004.621628,145954684.43058407
2.560178210526316,3562734478.87112,158679658.05462775
2.6103495789473685,3616037465.3297315,159350610.97561726
2.660520947368421,4407910207.345931,173251040.03813648
2.7106923157894736,5377914866.864301,188866570.1771295
2.760863684210526,6842733865.7629175,210505597.35601854
2.8110350526315786,10452923537.131117,256363156.6634138
2.861206421052631,17452073936.712852,327669624.6038571
2.9113777894736845,30842620351.49615,432552451.7432412
2.961549157894737,53939602933.27345,569885462.5174339
3.0117205263157896,87666205654.24654,725129028.9631921
3.061891894736842,117815973526.61841,839971432.2488967
3.1120632631578946,136012759405.42296,902211896.7139262
3.162234631578947,145723598555.7712,933709371.8934814
3.2124059999999997,130290145283.10709,883007767.2016624
3.262577368421052,106990360332.75212,800427056.1717092
3.3127487368421056,83340995750.21944,706824958.5042857
3.362920105263158,54087034557.00681,570135029.1869475
3.4130914736842106,33080228971.8353,446908049.08718884
3.463262842105263,18440286807.905346,335234084.38030654
3.5134342105263157,9789387725.487284,246461200.88529494
3.563605578947368,4985838885.270131,179005766.90431175
3.6137769473684207,2265768406.918822,125659727.07952505
3.663948315789473,878377634.8651485,86420002.48155807
3.7141196842105266,343351107.60793895,65054614.51516783
3.764291052631579,168532542.36010066,56259987.37888627
3.8144624210526317,160403264.37379032,55303657.30119463
3.864633789473684,522423781.75987476,72057809.3656563
3.9148051578947367,158878861.76519808,54656808.6478254
3.9649765263157892,118103333.88798939,51988995.1265948
4.015147894736842,8062144.718558394,45023790.496856466
4.065319263157894,-1047237.4145021358,43822939.67456266
4.115490631578948,-35247007.830500774,41316663.753883004
4.165662,-14795817.158739593,42168643.362982474
4.215833368421053,-30996252.99544888,40884016.60906058
4.266004736842105,382258967.1282173,63951914.05322544
4.316176105263158,807818508.2842761,81331933.93149328
4.36634747368421,1119092191.9288032,91807635.02984206
4.416518842105263,524747312.0551475,69801524.93766789
4.466690210526316,-94331484.49981724,33734914.69038598
4.516861578947369,67971523.7487082,45806871.64637855
4.567032947368421,4024469.575881389,40884016.60906058
4.617204315789474,-145064198.80112866,27971513.590664674
